Index_Name,INDEX_CLASS,BugSeriesID,BugSessionID,BugGear,EstSampleDate,FinalID,Indiv
IA_Bugs_BCG,CIP_medlrg_soft,1013,4038,Hess,30-Aug-10,Baetidae,7
IA_Bugs_BCG,CIP_medlrg_soft,1013,4038,Hess,30-Aug-10,Baetis intercalaris,9
IA_Bugs_BCG,CIP_medlrg_soft,1013,4038,Hess,30-Aug-10,Cheumatopsyche,24
IA_Bugs_BCG,CIP_medlrg_soft,1013,4038,Hess,30-Aug-10,Chironomidae,9
IA_Bugs_BCG,CIP_medlrg_soft,1013,4038,Hess,30-Aug-10,Fallceon quilleri,2
IA_Bugs_BCG,CIP_medlrg_soft,1013,4038,Hess,30-Aug-10,Heptageniidae,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4038,Hess,30-Aug-10,Hydropsyche arinale,4
IA_Bugs_BCG,CIP_medlrg_soft,1013,4038,Hess,30-Aug-10,Hydropsyche simulans,20
IA_Bugs_BCG,CIP_medlrg_soft,1013,4038,Hess,30-Aug-10,Hydropsychidae,26
IA_Bugs_BCG,CIP_medlrg_soft,1013,4038,Hess,30-Aug-10,Isonychia,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4038,Hess,30-Aug-10,Oligochaeta,2
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Acentrella parvula,2
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Baetidae,4
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Baetis,2
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Baetis intercalaris,2
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Caenis hilaris,2
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Cheumatopsyche,14
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Chironomidae,36
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Corydalus,3
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Cura,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Fallceon quilleri,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Hydropsyche arinale,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Hydropsyche betteni,2
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Hydropsyche placoda,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Hydropsyche simulans,7
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Hydropsychidae,10
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Hydroptila,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Hydroptilidae,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Isonychia,3
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Maccaffertium,4
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Maccaffertium terminatum,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Ochrotrichia,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Trichoptera,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4039,Hess,30-Aug-10,Tricorythodes,5
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Baetidae,6
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Baetis intercalaris,12
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Cheumatopsyche,22
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Chironomidae,17
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Fallceon quilleri,12
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Heptageniidae,3
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Hydropsyche,5
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Hydropsyche arinale,3
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Hydropsyche simulans,12
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Hydropsychidae,3
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Isonychia,7
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Maccaffertium exiguum,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Ochrotrichia,3
IA_Bugs_BCG,CIP_medlrg_soft,1013,4040,Hess,30-Aug-10,Simuliidae,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Agabus,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Argia,6
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Baetidae,2
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Baetis intercalaris,8
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Caenis,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Caenis latipennis,2
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Calopteryx,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Carabidae,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Centroptilum,4
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Cheumatopsyche,25
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Chironomidae,33
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Corixidae,12
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Corydalus,3
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Culicidae,1
IA_Bugs_BCG,CIP_medlrg_soft,1013,4041,Qualitative,30-Aug-10,Dineutus,1
